"LOCATION","Location","PLASTICS_APPLICATIONS","Plastics applications","PLASTICS_POLYMER","Plastics polymer","Value","Flag Codes","Flags"
"OPA","OECD Asia","BUILDING_AND_CONSTRUCTION","Building & construction","PP","PP",0.430685,,
"OPA","OECD Asia","BUILDING_AND_CONSTRUCTION","Building & construction","PS","PS",0.505624,,
"OPA","OECD Asia","BUILDING_AND_CONSTRUCTION","Building & construction","PVC","PVC",2.87036,,
"OPA","OECD Asia","BUILDING_AND_CONSTRUCTION","Building & construction","PUR","PUR",0.426474,,
"OPA","OECD Asia","BUILDING_AND_CONSTRUCTION","Building & construction","BIOPLASTICS","Bioplastics",0.007744,,
"OPA","OECD Asia","BUILDING_AND_CONSTRUCTION","Building & construction","ABS_ASA_SAN","ABS, ASA, SAN",0.022859,,
"OPA","OECD Asia","BUILDING_AND_CONSTRUCTION","Building & construction","TOTAL","Total",6.166403,,
"OPA","OECD Asia","ELECTRICAL_ELECTRONIC","Electrical/electronics","OTHER","Other",0.272439,,
"OPA","OECD Asia","ELECTRICAL_ELECTRONIC","Electrical/electronics","LDPE_LLDPE","LDPE, LLDPE",0.073632,,
"OPA","OECD Asia","ELECTRICAL_ELECTRONIC","Electrical/electronics","HDPE","HDPE",0.022898,,
"OPA","OECD Asia","ELECTRICAL_ELECTRONIC","Electrical/electronics","PP","PP",0.172791,,
"OPA","OECD Asia","ELECTRICAL_ELECTRONIC","Electrical/electronics","PS","PS",0.081526,,
"OPA","OECD Asia","ELECTRICAL_ELECTRONIC","Electrical/electronics","PVC","PVC",0.070555,,
"OPA","OECD Asia","ELECTRICAL_ELECTRONIC","Electrical/electronics","PUR","PUR",0.043168,,
"OPA","OECD Asia","ELECTRICAL_ELECTRONIC","Electrical/electronics","BIOPLASTICS","Bioplastics",0.002275,,
"OPA","OECD Asia","ELECTRICAL_ELECTRONIC","Electrical/electronics","ABS_ASA_SAN","ABS, ASA, SAN",0.120869,,
"OPA","OECD Asia","ELECTRICAL_ELECTRONIC","Electrical/electronics","TOTAL","Total",0.860153,,
"OPA","OECD Asia","TRANSPORTATION_-_OTHER","Transportation - other","OTHER","Other",0.467586,,
"OPA","OECD Asia","TRANSPORTATION_-_OTHER","Transportation - other","LDPE_LLDPE","LDPE, LLDPE",0.008467,,
"OPA","OECD Asia","TRANSPORTATION_-_OTHER","Transportation - other","HDPE","HDPE",0.038626,,
"OPA","OECD Asia","TRANSPORTATION_-_OTHER","Transportation - other","PP","PP",0.174293,,
"OPA","OECD Asia","TRANSPORTATION_-_OTHER","Transportation - other","PVC","PVC",0.023973,,
"OPA","OECD Asia","TRANSPORTATION_-_OTHER","Transportation - other","PUR","PUR",0.056285,,
"OPA","OECD Asia","TRANSPORTATION_-_OTHER","Transportation - other","FIBERS","Fibres",0.100053,,
"OPA","OECD Asia","TRANSPORTATION_-_OTHER","Transportation - other","BIOPLASTICS","Bioplastics",0.002732,,
"OPA","OECD Asia","TRANSPORTATION_-_OTHER","Transportation - other","ABS_ASA_SAN","ABS, ASA, SAN",0.024576,,
"OPA","OECD Asia","TRANSPORTATION_-_OTHER","Transportation - other","TOTAL","Total",0.89659,,
"OPA","OECD Asia","INDUSTRIAL_MACHINERY","Industrial/machinery","LDPE_LLDPE","LDPE, LLDPE",0.000596,,
"OPA","OECD Asia","INDUSTRIAL_MACHINERY","Industrial/machinery","HDPE","HDPE",0.000759,,
"OPA","OECD Asia","INDUSTRIAL_MACHINERY","Industrial/machinery","PP","PP",0.000717,,
"OPA","OECD Asia","INDUSTRIAL_MACHINERY","Industrial/machinery","TOTAL","Total",0.002082,,
"OPA","OECD Asia","PERSONAL_CARE_PRODUCTS","Personal care products","HDPE","HDPE",0.001103,,
"OPA","OECD Asia","PERSONAL_CARE_PRODUCTS","Personal care products","PP","PP",0.000028,,
"OPA","OECD Asia","PERSONAL_CARE_PRODUCTS","Personal care products","TOTAL","Total",0.001132,,
"OPA","OECD Asia","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","FIBERS","Fibres",0.911909,,
"OPA","OECD Asia","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","BIOPLASTICS","Bioplastics",0.007892,,
"OPA","OECD Asia","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","TOTAL","Total",0.919801,,
"OPA","OECD Asia","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","FIBERS","Fibres",0.43991,,
"OPA","OECD Asia","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","TOTAL","Total",0.43991,,
"OPA","OECD Asia","ROAD_MARKING","Road marking","ROAD_MARKING_COATINGS","Road marking coatings",0.037835,,
"OPA","OECD Asia","ROAD_MARKING","Road marking","TOTAL","Total",0.037835,,
"OPA","OECD Asia","TOTAL","Total","OTHER","Other",2.814929,,
"OPA","OECD Asia","TOTAL","Total","LDPE_LLDPE","LDPE, LLDPE",2.038627,,
"OPA","OECD Asia","TOTAL","Total","HDPE","HDPE",2.402563,,
"OPA","OECD Asia","TOTAL","Total","PP","PP",2.520531,,
"OPA","OECD Asia","TOTAL","Total","PS","PS",1.051699,,
"OPA","OECD Asia","TOTAL","Total","PVC","PVC",3.410693,,
"OPA","OECD Asia","TOTAL","Total","PET","PET",0.901068,,
"OPA","OECD Asia","TOTAL","Total","PUR","PUR",0.795774,,
"OPA","OECD Asia","TOTAL","Total","FIBERS","Fibres",1.81184,,
"OPA","OECD Asia","TOTAL","Total","ROAD_MARKING_COATINGS","Road marking coatings",0.037835,,
"OPA","OECD Asia","TOTAL","Total","BIOPLASTICS","Bioplastics",0.081774,,
"OPA","OECD Asia","TOTAL","Total","ABS_ASA_SAN","ABS, ASA, SAN",0.339553,,
"OPA","OECD Asia","TOTAL","Total","TOTAL","Total",18.206887,,
"OCE","OECD Oceania","OTHER","Other","OTHER","Other",0.082015,,
"OCE","OECD Oceania","OTHER","Other","LDPE_LLDPE","LDPE, LLDPE",0.013303,,
"OCE","OECD Oceania","OTHER","Other","HDPE","HDPE",0.010267,,
"OCE","OECD Oceania","OTHER","Other","PS","PS",0.004893,,
"OCE","OECD Oceania","OTHER","Other","PVC","PVC",0.016339,,
"OCE","OECD Oceania","OTHER","Other","PUR","PUR",0.013876,,
"OCE","OECD Oceania","OTHER","Other","FIBERS","Fibres",0.029322,,
"OCE","OECD Oceania","OTHER","Other","BIOPLASTICS","Bioplastics",0.000661,,
"OCE","OECD Oceania","OTHER","Other","ABS_ASA_SAN","ABS, ASA, SAN",0.001954,,
"OCE","OECD Oceania","OTHER","Other","TOTAL","Total",0.17263,,
"OCE","OECD Oceania","PACKAGING","Packaging","OTHER","Other",0.005027,,
"OCE","OECD Oceania","PACKAGING","Packaging","LDPE_LLDPE","LDPE, LLDPE",0.11227,,
"OCE","OECD Oceania","PACKAGING","Packaging","HDPE","HDPE",0.10689,,
"OCE","OECD Oceania","PACKAGING","Packaging","PP","PP",0.116619,,
"OCE","OECD Oceania","PACKAGING","Packaging","PS","PS",0.018997,,
"OCE","OECD Oceania","PACKAGING","Packaging","PVC","PVC",0.011554,,
"OCE","OECD Oceania","PACKAGING","Packaging","PET","PET",0.078384,,
"OCE","OECD Oceania","PACKAGING","Packaging","PUR","PUR",0.001071,,
"OCE","OECD Oceania","PACKAGING","Packaging","BIOPLASTICS","Bioplastics",0.004091,,
"OCE","OECD Oceania","PACKAGING","Packaging","TOTAL","Total",0.454903,,
"OCE","OECD Oceania","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","OTHER","Other",0.011417,,
"OCE","OECD Oceania","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","LDPE_LLDPE","LDPE, LLDPE",0.022139,,
"OCE","OECD Oceania","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","HDPE","HDPE",0.01654,,
"OCE","OECD Oceania","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PP","PP",0.048113,,
"OCE","OECD Oceania","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PS","PS",0.014349,,
"OCE","OECD Oceania","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PVC","PVC",0.006818,,
"OCE","OECD Oceania","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PUR","PUR",0.006079,,
"OCE","OECD Oceania","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","BIOPLASTICS","Bioplastics",0.000466,,
"OCE","OECD Oceania","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","ABS_ASA_SAN","ABS, ASA, SAN",0.011533,,
"OCE","OECD Oceania","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","TOTAL","Total",0.137455,,
"OCE","OECD Oceania","BUILDING_AND_CONSTRUCTION","Building & construction","OTHER","Other",0.284615,,
"OCE","OECD Oceania","BUILDING_AND_CONSTRUCTION","Building & construction","LDPE_LLDPE","LDPE, LLDPE",0.090129,,
"OCE","OECD Oceania","BUILDING_AND_CONSTRUCTION","Building & construction","HDPE","HDPE",0.27322,,
"OCE","OECD Oceania","BUILDING_AND_CONSTRUCTION","Building & construction","PP","PP",0.14652,,
"OCE","OECD Oceania","BUILDING_AND_CONSTRUCTION","Building & construction","PS","PS",0.180095,,
"OCE","OECD Oceania","BUILDING_AND_CONSTRUCTION","Building & construction","PVC","PVC",0.988439,,
"OCE","OECD Oceania","BUILDING_AND_CONSTRUCTION","Building & construction","PUR","PUR",0.152551,,
"OCE","OECD Oceania","BUILDING_AND_CONSTRUCTION","Building & construction","BIOPLASTICS","Bioplastics",0.002771,,
"OCE","OECD Oceania","BUILDING_AND_CONSTRUCTION","Building & construction","ABS_ASA_SAN","ABS, ASA, SAN",0.008181,,
"OCE","OECD Oceania","BUILDING_AND_CONSTRUCTION","Building & construction","TOTAL","Total",2.126522,,
"OCE","OECD Oceania","ELECTRICAL_ELECTRONIC","Electrical/electronics","OTHER","Other",0.010097,,
"OCE","OECD Oceania","ELECTRICAL_ELECTRONIC","Electrical/electronics","LDPE_LLDPE","LDPE, LLDPE",0.002762,,
"OCE","OECD Oceania","ELECTRICAL_ELECTRONIC","Electrical/electronics","HDPE","HDPE",0.000872,,
"OCE","OECD Oceania","ELECTRICAL_ELECTRONIC","Electrical/electronics","PP","PP",0.006458,,
"OCE","OECD Oceania","ELECTRICAL_ELECTRONIC","Electrical/electronics","PS","PS",0.003021,,
"OCE","OECD Oceania","ELECTRICAL_ELECTRONIC","Electrical/electronics","PVC","PVC",0.002588,,
"OCE","OECD Oceania","ELECTRICAL_ELECTRONIC","Electrical/electronics","PUR","PUR",0.001598,,
"OCE","OECD Oceania","ELECTRICAL_ELECTRONIC","Electrical/electronics","BIOPLASTICS","Bioplastics",0.000084,,
"OCE","OECD Oceania","ELECTRICAL_ELECTRONIC","Electrical/electronics","ABS_ASA_SAN","ABS, ASA, SAN",0.004475,,
"OCE","OECD Oceania","ELECTRICAL_ELECTRONIC","Electrical/electronics","TOTAL","Total",0.031955,,
"OCE","OECD Oceania","TRANSPORTATION_-_OTHER","Transportation - other","OTHER","Other",0.412638,,
"OCE","OECD Oceania","TRANSPORTATION_-_OTHER","Transportation - other","LDPE_LLDPE","LDPE, LLDPE",0.007391,,
"OCE","OECD Oceania","TRANSPORTATION_-_OTHER","Transportation - other","HDPE","HDPE",0.033431,,
"OCE","OECD Oceania","TRANSPORTATION_-_OTHER","Transportation - other","PP","PP",0.153944,,
"OCE","OECD Oceania","TRANSPORTATION_-_OTHER","Transportation - other","PVC","PVC",0.021174,,
"OCE","OECD Oceania","TRANSPORTATION_-_OTHER","Transportation - other","PUR","PUR",0.049714,,
"OCE","OECD Oceania","TRANSPORTATION_-_OTHER","Transportation - other","FIBERS","Fibres",0.088372,,
"OCE","OECD Oceania","TRANSPORTATION_-_OTHER","Transportation - other","BIOPLASTICS","Bioplastics",0.002413,,
"OCE","OECD Oceania","TRANSPORTATION_-_OTHER","Transportation - other","ABS_ASA_SAN","ABS, ASA, SAN",0.021707,,
"OCE","OECD Oceania","TRANSPORTATION_-_OTHER","Transportation - other","TOTAL","Total",0.790784,,
"OCE","OECD Oceania","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.001473,,
"OCE","OECD Oceania","MARINE_COATINGS","Marine coatings","TOTAL","Total",0.001473,,
"OCE","OECD Oceania","INDUSTRIAL_MACHINERY","Industrial/machinery","LDPE_LLDPE","LDPE, LLDPE",0.002153,,
"OCE","OECD Oceania","INDUSTRIAL_MACHINERY","Industrial/machinery","HDPE","HDPE",0.001997,,
"OCE","OECD Oceania","INDUSTRIAL_MACHINERY","Industrial/machinery","PP","PP",0.002994,,
"OCE","OECD Oceania","INDUSTRIAL_MACHINERY","Industrial/machinery","PUR","PUR",0.002925,,
"OCE","OECD Oceania","INDUSTRIAL_MACHINERY","Industrial/machinery","TOTAL","Total",0.010069,,
"OCE","OECD Oceania","PERSONAL_CARE_PRODUCTS","Personal care products","HDPE","HDPE",0.000319,,
"OCE","OECD Oceania","PERSONAL_CARE_PRODUCTS","Personal care products","PP","PP",0.000008,,
"OCE","OECD Oceania","PERSONAL_CARE_PRODUCTS","Personal care products","TOTAL","Total",0.000327,,
"OCE","OECD Oceania","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","FIBERS","Fibres",0.38323,,
"OCE","OECD Oceania","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","BIOPLASTICS","Bioplastics",0.003557,,
"OCE","OECD Oceania","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","TOTAL","Total",0.386787,,
"OCE","OECD Oceania","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","FIBERS","Fibres",0.14676,,
"OCE","OECD Oceania","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","TOTAL","Total",0.14676,,
"OCE","OECD Oceania","ROAD_MARKING","Road marking","ROAD_MARKING_COATINGS","Road marking coatings",0.002053,,
"OCE","OECD Oceania","ROAD_MARKING","Road marking","TOTAL","Total",0.002053,,
"OCE","OECD Oceania","TRANSPORTATION_-_TYRES","Transportation - tyres","ELASTOMERS_TYRES","Elastomers (tyres)",0.123051,,
"OCE","OECD Oceania","TRANSPORTATION_-_TYRES","Transportation - tyres","TOTAL","Total",0.123051,,
"OCE","OECD Oceania","TOTAL","Total","OTHER","Other",0.80581,,
"OCE","OECD Oceania","TOTAL","Total","MARINE_COATINGS","Marine coatings",0.001473,,
"OCE","OECD Oceania","TOTAL","Total","LDPE_LLDPE","LDPE, LLDPE",0.250148,,
"OCE","OECD Oceania","TOTAL","Total","HDPE","HDPE",0.443534,,
"OCE","OECD Oceania","TOTAL","Total","PP","PP",0.474657,,
"OCE","OECD Oceania","TOTAL","Total","PS","PS",0.221356,,
"OCE","OECD Oceania","TOTAL","Total","PVC","PVC",1.046912,,
"OCE","OECD Oceania","TOTAL","Total","PET","PET",0.078384,,
"OCE","OECD Oceania","TOTAL","Total","PUR","PUR",0.227815,,
"OCE","OECD Oceania","TOTAL","Total","FIBERS","Fibres",0.647683,,
"OCE","OECD Oceania","TOTAL","Total","ROAD_MARKING_COATINGS","Road marking coatings",0.002053,,
"OCE","OECD Oceania","TOTAL","Total","ELASTOMERS_TYRES","Elastomers (tyres)",0.123051,,
"OCE","OECD Oceania","TOTAL","Total","BIOPLASTICS","Bioplastics",0.014043,,
"OCE","OECD Oceania","TOTAL","Total","ABS_ASA_SAN","ABS, ASA, SAN",0.04785,,
"OCE","OECD Oceania","TOTAL","Total","TOTAL","Total",4.384769,,
"LAM","Latin America","OTHER","Other","OTHER","Other",1.890091,,
"LAM","Latin America","OTHER","Other","LDPE_LLDPE","LDPE, LLDPE",0.328459,,
"LAM","Latin America","OTHER","Other","HDPE","HDPE",0.260018,,
"LAM","Latin America","OTHER","Other","PS","PS",0.111868,,
"LAM","Latin America","OTHER","Other","PVC","PVC",0.385514,,
"LAM","Latin America","OTHER","Other","PUR","PUR",0.309989,,
"LAM","Latin America","OTHER","Other","FIBERS","Fibres",0.644958,,
"LAM","Latin America","OTHER","Other","BIOPLASTICS","Bioplastics",0.014806,,
"LAM","Latin America","OTHER","Other","ABS_ASA_SAN","ABS, ASA, SAN",0.043886,,
"LAM","Latin America","OTHER","Other","TOTAL","Total",3.989589,,
"LAM","Latin America","PACKAGING","Packaging","OTHER","Other",0.0991,,
"LAM","Latin America","PACKAGING","Packaging","LDPE_LLDPE","LDPE, LLDPE",2.156632,,
"LAM","Latin America","PACKAGING","Packaging","HDPE","HDPE",2.022033,,
"LAM","Latin America","PACKAGING","Packaging","PP","PP",2.412278,,
"LAM","Latin America","PACKAGING","Packaging","PS","PS",0.390713,,
"LAM","Latin America","PACKAGING","Packaging","PVC","PVC",0.237829,,
"LAM","Latin America","PACKAGING","Packaging","PET","PET",1.531394,,
"LAM","Latin America","PACKAGING","Packaging","PUR","PUR",0.022041,,
"LAM","Latin America","PACKAGING","Packaging","BIOPLASTICS","Bioplastics",0.084208,,
"LAM","Latin America","PACKAGING","Packaging","TOTAL","Total",8.956228,,
"LAM","Latin America","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","OTHER","Other",0.248569,,
"LAM","Latin America","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","LDPE_LLDPE","LDPE, LLDPE",0.47545,,
"LAM","Latin America","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","HDPE","HDPE",0.3311,,
"LAM","Latin America","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PP","PP",1.051374,,
"LAM","Latin America","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PS","PS",0.312407,,
"LAM","Latin America","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PVC","PVC",0.148611,,
"LAM","Latin America","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PUR","PUR",0.132428,,
"LAM","Latin America","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","BIOPLASTICS","Bioplastics",0.010161,,
"LAM","Latin America","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","ABS_ASA_SAN","ABS, ASA, SAN",0.251377,,
"LAM","Latin America","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","TOTAL","Total",2.961476,,
"LAM","Latin America","BUILDING_AND_CONSTRUCTION","Building & construction","OTHER","Other",0.276915,,
"LAM","Latin America","BUILDING_AND_CONSTRUCTION","Building & construction","LDPE_LLDPE","LDPE, LLDPE",0.090307,,
"LAM","Latin America","BUILDING_AND_CONSTRUCTION","Building & construction","HDPE","HDPE",0.27979,,
"LAM","Latin America","BUILDING_AND_CONSTRUCTION","Building & construction","PP","PP",0.146609,,
"LAM","Latin America","BUILDING_AND_CONSTRUCTION","Building & construction","PS","PS",0.175221,,
"LAM","Latin America","BUILDING_AND_CONSTRUCTION","Building & construction","PVC","PVC",0.978694,,
"LAM","Latin America","BUILDING_AND_CONSTRUCTION","Building & construction","PUR","PUR",0.148135,,
"LAM","Latin America","BUILDING_AND_CONSTRUCTION","Building & construction","BIOPLASTICS","Bioplastics",0.00269,,
"LAM","Latin America","BUILDING_AND_CONSTRUCTION","Building & construction","ABS_ASA_SAN","ABS, ASA, SAN",0.007941,,
"LAM","Latin America","BUILDING_AND_CONSTRUCTION","Building & construction","TOTAL","Total",2.106303,,
"LAM","Latin America","ELECTRICAL_ELECTRONIC","Electrical/electronics","OTHER","Other",0.288043,,
"LAM","Latin America","ELECTRICAL_ELECTRONIC","Electrical/electronics","LDPE_LLDPE","LDPE, LLDPE",0.080047,,
"LAM","Latin America","ELECTRICAL_ELECTRONIC","Electrical/electronics","HDPE","HDPE",0.026049,,
"LAM","Latin America","ELECTRICAL_ELECTRONIC","Electrical/electronics","PP","PP",0.187725,,
"LAM","Latin America","ELECTRICAL_ELECTRONIC","Electrical/electronics","PS","PS",0.086195,,
"LAM","Latin America","ELECTRICAL_ELECTRONIC","Electrical/electronics","PVC","PVC",0.073725,,
"LAM","Latin America","ELECTRICAL_ELECTRONIC","Electrical/electronics","PUR","PUR",0.045539,,
"LAM","Latin America","ELECTRICAL_ELECTRONIC","Electrical/electronics","BIOPLASTICS","Bioplastics",0.0024,,
"LAM","Latin America","ELECTRICAL_ELECTRONIC","Electrical/electronics","ABS_ASA_SAN","ABS, ASA, SAN",0.127505,,
"LAM","Latin America","ELECTRICAL_ELECTRONIC","Electrical/electronics","TOTAL","Total",0.917229,,
"LAM","Latin America","TRANSPORTATION_-_OTHER","Transportation - other","OTHER","Other",0.915973,,
"LAM","Latin America","TRANSPORTATION_-_OTHER","Transportation - other","LDPE_LLDPE","LDPE, LLDPE",0.016694,,
"LAM","Latin America","TRANSPORTATION_-_OTHER","Transportation - other","HDPE","HDPE",0.07663,,
"LAM","Latin America","TRANSPORTATION_-_OTHER","Transportation - other","PP","PP",0.341254,,
"LAM","Latin America","TRANSPORTATION_-_OTHER","Transportation - other","PVC","PVC",0.046938,,
"LAM","Latin America","TRANSPORTATION_-_OTHER","Transportation - other","PUR","PUR",0.110203,,
"LAM","Latin America","TRANSPORTATION_-_OTHER","Transportation - other","FIBERS","Fibres",0.195897,,
"LAM","Latin America","TRANSPORTATION_-_OTHER","Transportation - other","BIOPLASTICS","Bioplastics",0.005349,,
"LAM","Latin America","TRANSPORTATION_-_OTHER","Transportation - other","ABS_ASA_SAN","ABS, ASA, SAN",0.048119,,
"LAM","Latin America","TRANSPORTATION_-_OTHER","Transportation - other","TOTAL","Total",1.757056,,
"LAM","Latin America","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.022914,,
"LAM","Latin America","MARINE_COATINGS","Marine coatings","TOTAL","Total",0.022914,,
"LAM","Latin America","INDUSTRIAL_MACHINERY","Industrial/machinery","LDPE_LLDPE","LDPE, LLDPE",0.075279,,
"LAM","Latin America","INDUSTRIAL_MACHINERY","Industrial/machinery","HDPE","HDPE",0.073432,,
"LAM","Latin America","INDUSTRIAL_MACHINERY","Industrial/machinery","PP","PP",0.104623,,
"LAM","Latin America","INDUSTRIAL_MACHINERY","Industrial/machinery","PUR","PUR",0.095397,,
"LAM","Latin America","INDUSTRIAL_MACHINERY","Industrial/machinery","TOTAL","Total",0.348731,,
"LAM","Latin America","PERSONAL_CARE_PRODUCTS","Personal care products","HDPE","HDPE",0.000824,,
"LAM","Latin America","PERSONAL_CARE_PRODUCTS","Personal care products","PP","PP",0.000021,,
"LAM","Latin America","PERSONAL_CARE_PRODUCTS","Personal care products","TOTAL","Total",0.000845,,
"LAM","Latin America","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","FIBERS","Fibres",0.786412,,
"LAM","Latin America","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","BIOPLASTICS","Bioplastics",0.006571,,
"LAM","Latin America","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","TOTAL","Total",0.792983,,
"LAM","Latin America","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","FIBERS","Fibres",0.71803,,
"LAM","Latin America","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","TOTAL","Total",0.71803,,
"LAM","Latin America","ROAD_MARKING","Road marking","ROAD_MARKING_COATINGS","Road marking coatings",0.044261,,
"LAM","Latin America","ROAD_MARKING","Road marking","TOTAL","Total",0.044261,,
"LAM","Latin America","TRANSPORTATION_-_TYRES","Transportation - tyres","ELASTOMERS_TYRES","Elastomers (tyres)",0.247734,,
"LAM","Latin America","TRANSPORTATION_-_TYRES","Transportation - tyres","TOTAL","Total",0.247734,,
"LAM","Latin America","TOTAL","Total","OTHER","Other",3.71869,,
"LAM","Latin America","TOTAL","Total","MARINE_COATINGS","Marine coatings",0.022914,,
"LAM","Latin America","TOTAL","Total","LDPE_LLDPE","LDPE, LLDPE",3.222867,,
"LAM","Latin America","TOTAL","Total","HDPE","HDPE",3.069877,,
"LAM","Latin America","TOTAL","Total","PP","PP",4.243884,,
"LAM","Latin America","TOTAL","Total","PS","PS",1.076404,,
"LAM","Latin America","TOTAL","Total","PVC","PVC",1.871312,,
"LAM","Latin America","TOTAL","Total","PET","PET",1.531394,,
"LAM","Latin America","TOTAL","Total","PUR","PUR",0.863731,,
"LAM","Latin America","TOTAL","Total","FIBERS","Fibres",2.345297,,
"LAM","Latin America","TOTAL","Total","ROAD_MARKING_COATINGS","Road marking coatings",0.044261,,
"LAM","Latin America","TOTAL","Total","ELASTOMERS_TYRES","Elastomers (tyres)",0.247734,,
"LAM","Latin America","TOTAL","Total","BIOPLASTICS","Bioplastics",0.126185,,
"LAM","Latin America","TOTAL","Total","ABS_ASA_SAN","ABS, ASA, SAN",0.478828,,
"LAM","Latin America","TOTAL","Total","TOTAL","Total",22.863379,,
"EU5","Other EU","OTHER","Other","OTHER","Other",0.157299,,
"EU5","Other EU","OTHER","Other","LDPE_LLDPE","LDPE, LLDPE",0.024978,,
"EU5","Other EU","OTHER","Other","HDPE","HDPE",0.018768,,
"EU5","Other EU","OTHER","Other","PS","PS",0.00997,,
"EU5","Other EU","OTHER","Other","PVC","PVC",0.032116,,
"EU5","Other EU","OTHER","Other","PUR","PUR",0.025903,,
"EU5","Other EU","OTHER","Other","FIBERS","Fibres",0.053933,,
"EU5","Other EU","OTHER","Other","BIOPLASTICS","Bioplastics",0.001283,,
"EU5","Other EU","OTHER","Other","ABS_ASA_SAN","ABS, ASA, SAN",0.003605,,
"EU5","Other EU","OTHER","Other","TOTAL","Total",0.327855,,
"EU5","Other EU","PACKAGING","Packaging","OTHER","Other",0.008221,,
"EU5","Other EU","PACKAGING","Packaging","LDPE_LLDPE","LDPE, LLDPE",0.180104,,
"EU5","Other EU","PACKAGING","Packaging","HDPE","HDPE",0.170816,,
"EU5","Other EU","PACKAGING","Packaging","PP","PP",0.18653,,
"EU5","Other EU","PACKAGING","Packaging","PS","PS",0.032301,,
"EU5","Other EU","PACKAGING","Packaging","PVC","PVC",0.019656,,
"EU5","Other EU","PACKAGING","Packaging","PET","PET",0.129876,,
"EU5","Other EU","PACKAGING","Packaging","PUR","PUR",0.001822,,
"EU5","Other EU","PACKAGING","Packaging","BIOPLASTICS","Bioplastics",0.00696,,
"EU5","Other EU","PACKAGING","Packaging","TOTAL","Total",0.736284,,
"EU5","Other EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","OTHER","Other",0.023163,,
"EU5","Other EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","LDPE_LLDPE","LDPE, LLDPE",0.044546,,
"EU5","Other EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","HDPE","HDPE",0.031673,,
"EU5","Other EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PP","PP",0.093776,,
"EU5","Other EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PS","PS",0.029112,,
"EU5","Other EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PVC","PVC",0.013842,,
"EU5","Other EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PUR","PUR",0.012335,,
"EU5","Other EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","BIOPLASTICS","Bioplastics",0.000946,,
"EU5","Other EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","ABS_ASA_SAN","ABS, ASA, SAN",0.023414,,
"EU5","Other EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","TOTAL","Total",0.272806,,
"EU5","Other EU","BUILDING_AND_CONSTRUCTION","Building & construction","OTHER","Other",0.067891,,
